name,Avg_Income,Price_per_m2,Total_Jobs,Pop_Density,Total_Population,PT_Share,avg_travel_time_ic,avg_destinations,canton,canton_code,employment_density
Niederglatt,73436.0,,1667.0,1441.2104807171036,5507.0,,150.65236278734676,15,LU,LU,302.7056473579081
Neerach,107894.0,11331.25,678.0,554.8691014104979,3328.0,,167.90716580157994,8,SG,SG,203.72596153846155
Neggio,80532.0,,115.0,281.6652297761097,328.0,,191.88831259006108,7,GR,GR,350.60975609756093
Novazzano,67137.0,8056.7307692307695,2106.0,413.74474177288914,2340.0,,166.63295181112213,15,AI,AI,900.0
Nuglar-St. Pantaleon,80247.0,,217.0,245.48960277237273,1553.0,,189.74222033882162,5,SO,SO,139.72955569864777
Nunningen,71325.0,6192.375,627.0,181.0690029042263,1983.0,,160.99654965919618,18,LU,LU,316.1875945537065
Nuvilly,63662.0,,188.0,118.07296387560042,498.0,,186.60826865356918,10,LU,LU,377.5100401606425
Oberägeri,114556.0,,1845.0,220.4765447914915,6578.0,,199.11587364884392,8,VD,VD,280.48038917604134
Oberdorf (Nw),69290.0,,1365.0,195.53483984125523,3099.0,,140.70236807577135,16,NE,NE,440.4646660212972
Niedergösgen,67007.0,6018.866396761133,1299.0,1001.0692972869964,4255.0,,156.62902269583373,17,LU,LU,305.2878965922444
Niederhasli,75357.0,,2545.0,803.6691896698021,9648.0,,179.49171064502468,6,AR,AR,263.78524046434495
Niederlenz,71483.0,7192.923387096775,1721.0,1393.1881585188482,4958.0,,161.0610220044899,16,ZH,ZH,347.11577248890677
Niederrohrdorf,83732.0,9349.2,841.0,1336.3949444136556,4695.0,,170.32214371185793,12,GE,GE,179.12673056443023
Niederweningen,89965.0,,877.0,529.8972238306285,3349.0,,164.90075680139637,15,SH,SH,261.86921469095256
Niederwil (Ag),75390.0,,1392.0,474.2890762894685,3023.0,,175.89410756615564,7,BL,BL,460.46973205425076
La Roche,69341.0,,741.0,85.6022441289086,1959.0,,176.69667686541163,8,BE,BE,378.2542113323124
Laconnex,97975.0,9730.0,97.0,179.2837613733136,704.0,,195.47926062451396,8,SG,SG,137.7840909090909
Küsnacht (Zh),183193.0,,6511.0,1239.182327567244,15168.0,56.3,169.6808788653343,9,LU,LU,429.25896624472574
Küttigen,82225.0,,1490.0,632.3565276170665,6997.0,,177.85507685176646,11,AG,AG,212.94840645991138
Lalden,69966.0,,144.0,404.21446768677635,760.0,,169.21695643945603,8,UR,UR,189.47368421052633
Le Grand-Saconnex,83979.0,,12044.0,3035.777763497294,13062.0,42.7,138.043655813646,21,AI,AI,922.0640024498546
Lachen,106512.0,,5887.0,3792.64738250017,9529.0,35.6,130.23026568708883,17,OW,OW,617.79829992654
Lax,55577.0,,102.0,73.20169983416253,339.0,,185.0901606350925,10,AG,AG,300.8849557522124
Le Châtelard,63186.0,,173.0,47.14979255314162,364.0,,173.15597466982058,13,JU,JU,475.27472527472526
Le Pâquier (Fr),77742.0,,309.0,314.3321513370966,1386.0,,180.7676743942663,7,ZH,ZH,222.94372294372295
Maur,115874.0,,2356.0,659.7775760308941,10884.0,,200.0,7,FR,FR,216.46453509739067
Lamone,57206.0,,2231.0,908.0760365091014,1757.0,,182.71077183410125,10,VD,VD,1269.7780307342061
Lancy,72550.0,,27220.0,7290.89718991575,37259.0,50.9,91.8983339423452,27,SH,SH,730.5617434713761
Langendorf,72638.0,,1286.0,2206.290114365716,3883.0,,172.84395014298102,8,NW,NW,331.1872263713623
Lauerz,70668.0,9187.5,254.0,131.4163549197754,1149.0,,172.38777038340442,5,AG,AG,221.06179286335944
Laufen-Uhwiesen,96491.0,,506.0,276.40382296123454,1828.0,,146.28210751770163,18,TG,TG,276.80525164113783
Langnau Am Albis,96485.0,8937.6,1566.0,835.3168808207273,8224.0,,155.35309892888938,10,SO,SO,190.41828793774317
Kallern,85664.0,,113.0,170.3477799284297,422.0,,150.00264854764725,16,TG,TG,267.7725118483412
Jussy,105529.0,,354.0,100.9663170009652,1223.0,,173.58376353097972,10,SH,SH,289.45216680294357
Kaiseraugst,76947.0,,6705.0,1350.2923624088253,5824.0,,164.87260248238695,15,GL,GL,1151.2706043956046
Jonen,96346.0,7166.25,663.0,401.2786889898668,2347.0,,200.0,4,ZH,ZH,282.48828291435876
Kammersrohr,109935.0,,11.0,41.01538717884632,32.0,,184.4446722193236,8,GE,GE,343.75
Kappel (So),73616.0,,624.0,758.3939379583937,3562.0,,168.0659045422269,14,GL,GL,175.18248175182484
Künten,75028.0,,476.0,389.75005185708125,1956.0,,188.00129532952894,9,NW,NW,243.35378323108384
Inden,54567.0,,22.0,12.145538871166524,130.0,,146.70326008708207,18,FR,FR,169.23076923076923
Ingenbohl,73198.0,15366.54411764706,3811.0,690.5216038051299,9548.0,,175.6613436782692,12,VS,VS,399.1411813992459
Innerthal,54018.0,,49.0,3.8248320213273823,191.0,,191.5282423864291,2,JU,JU,256.544502617801
Isenthal,52635.0,,182.0,7.422137052525785,459.0,,157.7454101972384,17,UR,UR,396.51416122004355
Isérables,52721.0,,281.0,49.313599470160945,804.0,,196.60235426390085,8,GE,GE,349.50248756218906
Isone,58302.0,,137.0,31.212126807454474,404.0,,184.73010474049948,5,OW,OW,339.1089108910891
Jaun,56217.0,,269.0,11.607226261364506,657.0,,173.6471154566605,10,AG,AG,409.4368340943683
Kappel Am Albis,98236.0,,393.0,163.43030513454974,1382.0,,187.63521324751244,8,AG,AG,284.37047756874097
Klingnau,72654.0,,1004.0,561.9125071852663,3700.0,,200.0,5,AG,AG,271.35135135135135
Knonau,85889.0,,572.0,364.53166714498485,2466.0,,178.5760547725795,11,AG,AG,231.95458231954584
Kölliken,68577.0,,1857.0,572.6343366396817,5106.0,,177.1960306505345,14,UR,UR,363.689776733255
Koblenz,64566.0,,449.0,354.1535836316865,1821.0,,169.07610565269437,15,OW,OW,246.56781987918728
Kippel,57142.0,,114.0,27.199719437787586,329.0,,166.95079176854065,8,AI,AI,346.5045592705167
Kerns,68218.0,,2552.0,70.84845352508863,6514.0,,191.65527632539892,9,AI,AI,391.77156892846176
Kerzers,74777.0,,2706.0,445.79476925166057,5466.0,,162.07924494706225,17,SH,SH,495.0603732162459
Kienberg,65346.0,,107.0,63.98488107813795,526.0,,180.3520752727181,11,SG,SG,203.42205323193915
Kleinlützel,62843.0,,368.0,79.82868244560271,1197.0,,171.9328746599121,15,AI,AI,307.43525480367583
Killwangen,82400.0,9020.454545454546,611.0,965.2974720853483,2304.0,,176.17545801916694,16,NW,NW,265.19097222222223
Leibstadt,67032.0,,1071.0,262.7528523402137,1605.0,,182.01472292569375,12,BE,BE,667.2897196261682
Kirchleerau,62911.0,,272.0,194.70255448506052,938.0,,193.34963466745575,7,OW,OW,289.9786780383795
Kleinandelfingen,82693.0,,1206.0,209.7134824685432,2238.0,,169.9649508055395,15,AG,AG,538.8739946380697
Kleinbösingen,81694.0,,129.0,253.25242228029757,705.0,,173.0701077466784,11,NE,NE,182.9787234042553
Kilchberg (Zh),160005.0,,4147.0,3929.2625019163597,9483.0,,120.4778215431427,23,LU,LU,437.30886850152905
Lutzenberg,67159.0,,330.0,497.6365091156762,1321.0,,167.66436805928674,11,BL,BL,249.8107494322483
Magden,100129.0,,709.0,362.7676315169122,3888.0,,181.52770351312915,14,LU,LU,182.3559670781893
Mägenwil,75224.0,,3289.0,644.6277339818889,2232.0,,184.00579936464604,6,NW,NW,1473.5663082437277
Magliaso,77612.0,,563.0,1777.0746064718485,1622.0,,145.89244114939024,22,OW,OW,347.1023427866831
Lungern,63608.0,,1214.0,43.9154094240211,2072.0,,192.55174879100457,8,AR,AR,585.9073359073359
Lufingen,92726.0,9240.0,445.0,600.9610900704263,2840.0,,193.48396065780275,2,SH,SH,156.69014084507043
Lumino,68450.0,8085.0,395.0,168.8209804378689,1684.0,,184.28347820591955,10,GL,GL,234.56057007125892
Massonnens,68914.0,4107.35294117647,99.0,130.42645731323685,596.0,,200.0,1,SG,SG,166.1073825503356
Maschwanden,79839.0,,188.0,147.9462557778296,677.0,,166.71338631749035,14,BS,BS,277.6957163958641
Massongex,60980.0,,393.0,337.03808363886986,2126.0,,157.49205945472633,17,AR,AR,184.85418626528693
Marthalen,78117.0,6100.5,1272.0,139.2513086911465,1990.0,,151.73866700377383,14,GE,GE,639.1959798994975
Matran,78155.0,,1626.0,630.8057252404202,1906.0,,195.24940286281617,6,BE,BE,853.0954879328436
Massagno,71614.0,,2354.0,10501.399749010523,6799.0,,69.95864363812535,40,UR,UR,346.2273863803501
Mandach,77298.0,,91.0,62.76122206049302,328.0,,178.45877881950167,8,SH,SH,277.4390243902439
Männedorf,111306.0,16224.444444444445,5297.0,2530.850044715197,11767.0,42.1,155.32065753674684,12,BS,BS,450.15721934222825
Martigny-Combe,63011.0,,632.0,66.68841636600906,2363.0,,162.3653871357795,18,BS,BS,267.45662293694454
Manno,78230.0,,5827.0,564.5768141090748,1373.0,,200.0,11,ZH,ZH,4243.991260014566
Leytron,62484.0,,1353.0,126.70833871382993,3529.0,,180.5009572546259,9,VD,VD,383.39472938509493
Leuggern,69009.0,6344.210526315789,1329.0,166.75756165452623,2444.0,,179.74642898616878,13,LU,LU,543.7806873977087
Leukerbad,56566.0,,975.0,21.15694221854904,1426.0,,190.65393053165377,11,BL,BL,683.7307152875175
Leutwil,71301.0,8123.684210526316,169.0,235.69105554005094,755.0,,184.53382035209728,6,GL,GL,223.84105960264898
Lenzburg,76059.0,,10073.0,1008.9322248395742,11314.0,46.1,171.85096235052646,10,UR,UR,890.3128866890578
Leimbach (Ag),68918.0,,121.0,495.02017002073984,543.0,,162.5015137174367,17,BE,BE,222.83609576427259
Lengnau (Ag),78450.0,,1216.0,233.27095933649056,2955.0,,184.41833085333832,14,GL,GL,411.50592216582066
Liddes,54188.0,855.2727272727273,188.0,12.689035315595753,770.0,,200.0,7,SG,SG,244.15584415584416
Lens,74904.0,,1954.0,363.5762618115048,4570.0,,196.04026688902454,3,GL,GL,427.5711159737418
Lohn (Sh),78403.0,,171.0,150.01422629812936,760.0,,200.0,11,GE,GE,225.0
Löhningen,79107.0,,314.0,261.4375754897019,1642.0,,169.35656911890865,10,AI,AI,191.23020706455543
Lommiswil,76718.0,6699.0,204.0,298.2580057665321,1618.0,,161.76045379983688,13,SH,SH,126.08158220024721
Losone,66468.0,,3237.0,805.3389169526416,6727.0,,168.92976622554522,13,AG,AG,481.1951835885239
Lostorf,78898.0,,1081.0,297.0938444191706,4129.0,,177.45368783458068,15,NE,NE,261.8067328651005
Linescio,77504.0,,4.0,6.303286795090754,41.0,,196.349847514731,8,LU,LU,97.5609756097561
Lindau,85167.0,,3513.0,497.5926035263565,5871.0,,148.9422986647532,18,BS,BS,598.364844149208
Locarno,59972.0,,13703.0,833.3755136165207,16374.0,18.3,193.43980766497972,8,SO,SO,836.8755343837792
Rudolfstetten-Friedlisberg,79644.0,,1021.0,1001.6026937159784,4644.0,,166.20624472082628,13,NE,NE,219.8535745047373
Russikon,93732.0,11812.5,1219.0,336.7167896808003,4634.0,,169.76233128968062,13,VD,VD,263.0556754423824
Rüschlikon,153277.0,16549.354838709678,2692.0,2010.7878169988473,6406.0,,141.87569078125458,10,GE,GE,420.2310334061817
Rupperswil,72905.0,,2134.0,968.6528300205557,6229.0,,144.12961160915145,17,AR,AR,342.59110611655166
Rümlang,74381.0,12340.263157894737,7033.0,694.1395940575992,8243.0,30.6,184.43338736527633,9,GR,GR,853.2087832099963
Rüfenach,76715.0,,208.0,230.3253397298761,888.0,,178.4796970879489,6,GR,GR,234.23423423423424
Rüdlingen,93411.0,,232.0,128.15618008412076,815.0,,159.1966999832894,15,VS,VS,284.6625766871166
Rottenschwil,78601.0,,189.0,218.19580254916337,960.0,,158.0921957551812,14,AR,AR,196.875
Rothrist,70348.0,7173.6,4976.0,853.5380168558233,9896.0,12.2,165.22964222152643,18,GE,GE,502.82942603071945
Rothenthurm,65547.0,,932.0,121.67617517848201,2595.0,,200.0,10,JU,JU,359.1522157996146
Saint-Léonard,64845.0,,689.0,675.0981146446583,2628.0,,168.40930283416245,11,GR,GR,262.1765601217656
Sachseln,75513.0,,3442.0,98.59709884468214,5299.0,,156.33636437954718,14,SG,SG,649.5565200981317
Saint-Gingolph,66642.0,,219.0,70.91196898227051,1088.0,,175.51336813366368,10,AR,AR,201.28676470588235
Saillon,66174.0,,979.0,254.41610657100534,3156.0,,173.01409562858044,10,ZH,ZH,310.20278833967046
Russin,117277.0,12075.0,168.0,96.50957910892865,543.0,,138.45403653639266,19,AG,AG,309.3922651933702
Safenwil,63623.0,,1823.0,754.4879813160746,4630.0,,170.58257310217274,9,AG,AG,393.7365010799136
Rüttenen,75190.0,,246.0,205.9099052978005,1532.0,,174.1945938743552,7,AI,AI,160.57441253263707
Rüti (Zh),69486.0,,5314.0,1333.7018467416074,12971.0,32.4,175.22879081494494,12,SG,SG,409.6831393107702
Rickenbach (Zh),79612.0,,577.0,561.0178793445422,2850.0,,200.0,7,TG,TG,202.4561403508772
Riniken,75558.0,,266.0,396.26675272664,1568.0,,192.3843037020294,4,AI,AI,169.64285714285714
Rifferswil,96161.0,,308.0,160.54444523425747,1180.0,,174.1430948682747,13,BS,BS,261.01694915254234
Riemenstalden,37738.0,,39.0,6.419503867531179,85.0,,163.33775957403813,11,TG,TG,458.8235294117647
Riehen,103389.0,11187.331288343557,5204.0,1932.6721817380833,22534.0,39.9,196.54928604813685,7,BL,BL,230.93991302032484
Riva San Vitale,67229.0,4787.588235294117,1207.0,373.71456749090953,2695.0,,176.63152139564355,13,ZG,ZG,447.8664192949907
Rickenbach (So),76199.0,,704.0,329.4122127333733,1211.0,,176.45786309716922,10,FR,FR,581.3377374071016
Richterswil,92567.0,,4511.0,1684.4936780230573,14378.0,49.1,160.41978798952076,15,GR,GR,313.74321880650996
Riaz,73571.0,,1206.0,363.7053787956787,2932.0,,178.8287638326985,8,BL,BL,411.3233287858117
Rheinfelden,79322.0,,8824.0,899.0140801412506,13820.0,42.1,167.58193067838377,12,AG,AG,638.4949348769899
Rheinau,76087.0,,771.0,147.52207582433684,1321.0,,169.72013590338776,11,AI,AI,583.6487509462528
Reute (Ar),68271.0,,220.0,116.92155436295351,703.0,,170.47146435994355,9,AI,AI,312.9445234708393
Riddes,58025.0,,1416.0,155.65023967085352,3749.0,,177.74098993435922,9,TG,TG,377.7007201920512
Rorbas,72517.0,4364.0625,540.0,732.1718018265543,3008.0,,163.50034732733414,9,AR,AR,179.5212765957447
Ronco Sopra Ascona,85914.0,29400.0,179.0,156.27926026020498,522.0,,167.53242243952118,11,NE,NE,342.911877394636
Risch,96717.0,,15130.0,810.7610507168749,11674.0,32.3,172.35113376884374,10,LU,LU,1296.042487579236
Rodersdorf,89465.0,,178.0,246.41100533152562,1408.0,,173.3716632632228,10,SH,SH,126.42045454545456
Seengen,87809.0,,1392.0,439.87492635104803,4494.0,,197.54796782216243,5,VS,VS,309.7463284379172
Seelisberg,65690.0,10395.0,236.0,53.67195826470132,736.0,,139.63174902610905,18,BS,BS,320.65217391304344
Seegräben,86785.0,,609.0,304.2559784736811,1460.0,,192.90866643048173,8,VD,VD,417.12328767123284
Schwyz,74558.0,10022.727272727272,13575.0,302.21289910108936,16446.0,12.5,195.25066178920912,9,GL,GL,825.4286756658154
Schwerzenbach,81711.0,,2694.0,2219.4250420898106,5250.0,,123.57496227393952,20,AI,AI,513.1428571428571
Schwellbrunn,64826.0,,603.0,85.94817965511581,1556.0,,173.88757288519577,7,GR,GR,387.5321336760926
Schwaderloch,66454.0,4237.058823529412,210.0,234.09308544333308,728.0,,171.76530854082282,8,ZG,ZG,288.46153846153845
Schupfart,74682.0,,215.0,116.62160291704572,883.0,,157.56509678317929,13,JU,JU,243.48810872027178
Schübelbach,70327.0,,2981.0,328.4519544675441,9757.0,,164.5926340472673,12,GR,GR,305.52423900789177
Schönenwerd,64318.0,,2325.0,1476.8146737324284,5337.0,,146.4935298777951,15,AI,AI,435.63799887577295
Schönengrund,59676.0,,185.0,107.81349774665918,557.0,,200.0,1,UR,UR,332.13644524236986
Seuzach,90702.0,,2799.0,1039.5928075010459,7990.0,,182.17790985711798,8,SH,SH,350.31289111389236
Sisseln,74978.0,,1201.0,627.5853965092508,1653.0,,191.91882230205835,7,TG,TG,726.5577737447067
Sisikon,66589.0,,75.0,27.18206895065877,395.0,,190.52373973850482,9,TG,TG,189.873417721519
Sins,75239.0,,2356.0,218.73152276298194,4491.0,,160.5764859152005,12,ZG,ZG,524.6047650857271
Simplon,72264.0,,176.0,3.01067899087933,281.0,,172.106753442657,10,JU,JU,626.3345195729537
Silenen,57840.0,,450.0,14.084796500904986,2037.0,,187.18877293944178,5,AG,AG,220.91310751104564
Siglistorf,71551.0,,164.0,135.37375524763908,799.0,,160.13181302789076,14,SO,SO,205.25657071339174
Siblingen,71988.0,,193.0,92.27344945794543,888.0,,189.65066494101606,5,BS,BS,217.34234234234233
Seewen,71597.0,,235.0,66.9443565338292,1088.0,,175.63992050389265,12,ZH,ZH,215.99264705882354
Sévaz,68002.0,7951.363636363636,526.0,158.98763871109023,318.0,,172.57188291611482,6,UR,UR,1654.0880503144656
Seon,70350.0,,2971.0,579.6741742950604,5652.0,,184.056766804028,8,GE,GE,525.654635527247
Sembrancher,54660.0,,841.0,60.95974552753696,1114.0,,185.97706108662686,9,TI,TI,754.9371633752244
Selzach,67950.0,6576.315789473684,1939.0,188.48577542402637,3690.0,,172.44300298215643,12,NE,NE,525.4742547425474
Schöftland,68158.0,,1868.0,645.930856381942,4608.0,,190.02604298056536,15,BE,BE,405.3819444444444
Sarnen,82295.0,,8942.0,150.62830356162786,10862.0,12.5,162.0736607849467,15,NE,NE,823.2369729331615
Sarmenstorf,75303.0,6370.0,752.0,368.32740810827295,3182.0,,185.04376945629264,5,GE,GE,236.3293526084224
Sant'Antonino,63123.0,,2424.0,406.8780828136282,2671.0,,184.26122659095762,8,NW,NW,907.5252714339199
Salvan,60220.0,,372.0,28.066780614667003,1495.0,,175.04536385445087,5,GE,GE,248.82943143812707
Sattel,74382.0,,594.0,118.95414370610027,2066.0,,183.543143298061,8,JU,JU,287.51210067763793
Saint-Martin (Vs),59762.0,,213.0,22.39473872238173,853.0,,160.98659898964377,11,SG,SG,249.70691676436107
Salgesch,69035.0,,1105.0,148.48840390869148,1732.0,,192.17444136952014,10,GR,GR,637.9907621247113
Schöfflisdorf,87715.0,,359.0,294.0799743408974,1412.0,,173.87868321642398,9,ZH,ZH,254.24929178470256
Schnottwil,73917.0,,352.0,162.25086876390884,1176.0,,170.31610234783628,11,VD,VD,299.31972789115645
Schneisingen,77080.0,,377.0,191.8550772869901,1564.0,,193.55417575147138,5,AI,AI,241.04859335038364
Schmitten (Fr),71374.0,,1530.0,316.67039810568286,4285.0,,165.82920681359684,18,NE,NE,357.0595099183197
Schmiedrued,60971.0,,369.0,145.6320194996704,1160.0,,157.21972016556333,14,VD,VD,318.1034482758621
Schlossrued,66061.0,,367.0,129.3710819703433,893.0,,155.18280866403714,21,TG,TG,410.9742441209406
Schleitheim,63757.0,6973.758620689655,660.0,81.87196134933424,1845.0,,188.16456310397223,10,SG,SG,357.7235772357724
Schleinikon,77748.0,,126.0,139.89348915877838,868.0,,159.20570043163048,16,BE,BE,145.16129032258067
Satigny,87370.0,,11307.0,241.74624809874243,4713.0,,200.0,6,VD,VD,2399.1088478676
Schattdorf,68855.0,,3422.0,344.274591812279,5501.0,,144.85033946160763,18,BS,BS,622.068714779131
Schafisheim,72569.0,,4354.0,509.7494222099358,3155.0,,199.63735248050045,1,AG,AG,1380.0316957210775
Saxon,55558.0,5518.625,2431.0,311.0572775692214,7424.0,,179.62369382704964,9,TG,TG,327.45150862068965
Savosa,82011.0,,1131.0,3803.107319143532,2276.0,,135.1485493338846,22,GL,GL,496.9244288224956
Savièse,71541.0,4921.619905956113,1635.0,118.83221950019208,8278.0,,170.47875333753439,11,JU,JU,197.51147620198114
Porza,118884.0,,559.0,1150.9493153292774,1717.0,,172.85872294584223,7,LU,LU,325.56785090273735
Port-Valais,67367.0,,1114.0,331.6299920160316,4551.0,,175.65908886087146,10,NE,NE,244.78136673258624
Pont-La-Ville,88737.0,,97.0,129.58551537245236,606.0,,195.0793268973909,11,VD,VD,160.06600660066005
Pollegio,54313.0,,292.0,155.49986106425456,920.0,,179.9474201788492,13,SO,SO,317.39130434782606
Rafz,79194.0,,1680.0,394.92039132809805,4769.0,,177.75572240700774,10,SO,SO,352.2751100859719
Pura,78793.0,,217.0,466.25027592209597,1355.0,,169.23283457138243,15,SG,SG,160.14760147601476
Puplinge,90215.0,,1286.0,986.9708950620472,2628.0,,167.88919007615033,11,BE,BE,489.3455098934551
Prévondavaux,56309.0,,30.0,53.58591743121441,113.0,,184.0143047782899,3,NW,NW,265.4867256637168
Presinge,95929.0,,184.0,130.2453174232914,708.0,,152.8697416216037,13,SG,SG,259.8870056497175
Pregny-Chambésy,120999.0,17372.727272727272,668.0,1181.9075522006858,4262.0,,146.2955343684058,22,NE,NE,156.73392773345847
Othmarsingen,70250.0,0.0,1252.0,743.0745766110944,3168.0,,182.676233140186,8,NE,NE,395.2020202020202
Plan-Les-Ouates,93891.0,,20537.0,2119.3107979024285,12186.0,39.3,158.38152788093953,14,BL,BL,1685.29460036107
Paradiso,78528.0,,3398.0,5251.405776329934,4853.0,,117.30823306325269,23,BE,BE,700.185452297548
Ottenbach,87638.0,,762.0,586.028974628671,2973.0,,173.5963408996714,17,AI,AI,256.30676084762865
Otelfingen,87699.0,,2331.0,403.58430898988877,2924.0,,180.61602931030006,14,JU,JU,797.1956224350205
Ossingen,74535.0,,449.0,142.49502577820436,1835.0,,170.28605088512973,18,BS,BS,244.6866485013624
Orsières,61826.0,1568.0,1349.0,19.65346958398136,3303.0,,168.11002132774345,12,GE,GE,408.4165909778989
Orselina,76577.0,,511.0,385.4032583124667,687.0,,178.54750589320295,11,GR,GR,743.8136826783115
Pfäffikon,83983.0,,5755.0,632.627487277303,12750.0,33.0,158.1123524509505,10,NE,NE,451.37254901960785
Ponte Capriasca,77008.0,,227.0,272.6142235148425,1958.0,,183.02102237475637,13,GR,GR,115.93462717058223
Pierrafortscha,129883.0,,47.0,25.03937859607209,150.0,,154.18436195056927,12,FR,FR,313.33333333333337
Pfungen,73189.0,,1596.0,813.6279346113696,4150.0,,186.15929153983654,9,VS,VS,384.5783132530121
Personico,57198.0,,140.0,7.967968465143556,317.0,,187.00693585554905,5,TG,TG,441.64037854889585
Perly-Certoux,81072.0,,1622.0,1236.7854583377552,3304.0,,169.7323707319306,10,BE,BE,490.9200968523003
Remigen,74851.0,6504.75,329.0,196.1041076918497,1380.0,,192.5109025625587,4,GE,GE,238.40579710144928
Raron,76554.0,,1173.0,69.04289171961334,2024.0,,200.0,3,LU,LU,579.5454545454546
Remetschwil,93977.0,,656.0,471.5386174604721,2096.0,,189.84220619625594,6,ZG,ZG,312.97709923664127
Realp,66138.0,,39.0,1.932475605981064,149.0,,152.37375086642072,14,NW,NW,261.74496644295306
Regensberg,97394.0,,335.0,176.45512723965118,478.0,,158.80116197917482,17,SO,SO,700.836820083682
Regensdorf,76044.0,,10396.0,1403.2217853191744,20282.0,37.6,154.61989765092878,12,VD,VD,512.5727245833745
Rehetobel,69251.0,,573.0,266.9276141055204,1714.0,,177.3535052609694,11,JU,JU,334.3057176196033
Ramsen,61688.0,,767.0,110.20892949372082,1655.0,,186.5158534670715,12,VD,VD,463.4441087613293
Remaufens,77741.0,,220.0,242.28102748548372,1427.0,,166.35730499027818,11,TG,TG,154.1695865451997
Reinach (Ag),60288.0,,3887.0,910.4592526957258,9634.0,,172.41820008782986,9,FR,FR,403.46688810462945
Rechthalten,66523.0,,213.0,192.9534717132695,1165.0,,166.47575601317232,12,OW,OW,182.83261802575106
Randa,58450.0,,118.0,8.855184402922834,468.0,,170.73507965633326,15,ZG,ZG,252.13675213675214
Reichenburg,75624.0,,1506.0,379.6076211828548,4153.0,,154.5760635541124,16,VS,VS,362.62942451240065
Lüterkofen-Ichertswil,84761.0,,178.0,186.58227132766544,902.0,,164.03072387863904,11,AR,AR,197.3392461197339
Bösingen,69974.0,5018.275862068966,986.0,250.80474921185913,3360.0,,156.8709010817391,16,GR,GR,293.45238095238096
Semsales,65856.0,,608.0,55.61440645090228,1568.0,,164.73602573830885,10,NE,NE,387.7551020408163
Plasselb,59684.0,,154.0,58.341435044332655,1088.0,,195.14762445409065,8,AR,AR,141.5441176470588
Visp,71093.0,,14019.0,698.4142487886211,8838.0,20.7,157.79605322996807,16,AG,AG,1586.2186014935508
Sierre,59801.0,4208.729775627577,11875.0,933.1855820027342,17829.0,19.7,200.0,4,BE,BE,666.0496943182455
Brig-Glis,71123.0,,10686.0,385.97968858961417,14085.0,25.0,183.0030160518091,6,VS,VS,758.6794462193823
Gretzenbach,71061.0,,910.0,416.33091993757876,2789.0,,178.0293523855657,7,LU,LU,326.28182144137685
Wünnewil-Flamatt,65366.0,,2522.0,434.6077054361433,5814.0,,162.17282774790942,15,BE,BE,433.78052975576196
Marly,73244.0,,2787.0,1182.9766813945685,9242.0,,177.01076056680873,14,AI,AI,301.55810430642714
Wangen-Brüttisellen,85584.0,,5196.0,1223.1473105546977,8292.0,,157.4130267614008,13,OW,OW,626.6280752532562
Chiasso,56028.0,,11072.0,1408.4833563316718,7564.0,29.3,165.76226656832415,14,AG,AG,1463.7757800105765
Wettswil Am Albis,119344.0,,1427.0,1809.2902324261627,5337.0,,197.75847138287023,1,TI,TI,267.3786771594529
Aeugst Am Albis,112212.0,,436.0,285.60401168413887,1995.0,,175.30806365410143,9,UR,UR,218.54636591478697
Uetikon Am See,117896.0,,1702.0,2082.433812874429,6663.0,,173.4785698959033,11,BS,BS,255.44049227074888
Boécourt,64229.0,,474.0,77.85258430883998,961.0,,168.57264569300085,9,NE,NE,493.23621227887617
Bourrignon,59370.0,5439.0,88.0,18.873987250011616,263.0,,179.26866206952312,7,NW,NW,334.60076045627375
Châtillon (Ju),66959.0,,58.0,94.6951195929585,475.0,,200.0,3,OW,OW,122.10526315789473
Courchapoix,58802.0,,152.0,74.92771102935072,449.0,,169.74917148281415,13,AI,AI,338.5300668151447
Courroux,66026.0,,974.0,176.79886425600927,3443.0,,200.0,4,VS,VS,282.89282602381644
Courtételle,68960.0,,1308.0,191.18154549501912,2788.0,,188.44300426634868,1,TI,TI,469.15351506456244
Delémont,63818.0,,13813.0,604.0101266094887,12813.0,27.9,164.6775886251809,7,BE,BE,1078.0457348005932
Develier,65670.0,,773.0,123.49602804680792,1393.0,,188.085421777186,6,TG,TG,554.9174443646806
Ederswiler,55131.0,,30.0,35.95611290657179,115.0,,194.186826256309,8,BL,BL,260.8695652173913
Mervelier,59417.0,,78.0,57.0591868653657,526.0,,188.68478285919653,1,SG,SG,148.2889733840304
Movelier,55290.0,4630.5,74.0,51.763248156325005,414.0,,155.86471187730996,13,GL,GL,178.74396135265698
Pleigne,59630.0,,133.0,19.44321400269376,365.0,,168.87993448440227,10,UR,UR,364.3835616438356
Rossemaison,72527.0,,181.0,377.68870335640213,740.0,,171.98510351082854,15,TI,TI,244.59459459459458
Saulcy,56657.0,,86.0,33.9382073459066,277.0,,178.5050409849379,9,TG,TG,310.4693140794224
Soyhières,58906.0,,110.0,59.940135286076206,453.0,,188.63483097945104,9,GL,GL,242.82560706401765
Le Bémont (Ju),70049.0,,95.0,28.854830798340135,308.0,,182.3450804442501,9,GE,GE,308.44155844155847
Les Bois,66587.0,,552.0,51.09622661965129,1244.0,,159.3955308558323,8,VS,VS,443.7299035369775
Les Enfers,67377.0,,59.0,22.806251903510223,151.0,,185.45157327986632,11,BL,BL,390.72847682119203
