name,Avg_Income,Price_per_m2,Total_Jobs,Pop_Density,Total_Population,PT_Share,avg_travel_time_ic,avg_destinations,canton,canton_code,employment_density
Messen,75184.0,,453.0,124.43263527308495,1498.0,,173.29112061577882,13,SG,SG,302.40320427236315
Wildhaus-Alt St. Johann,57607.0,,1586.0,29.878692753823998,2601.0,,184.74513645013002,9,AG,AG,609.7654748173779
Aarau,77762.0,8085.0,36390.0,1755.5270500358447,22710.0,39.8,155.5398493868791,15,NE,NE,1602.3778071334214
Villmergen,68626.0,8130.8935406698565,4028.0,691.8669827384559,8242.0,,174.63868343853704,8,NE,NE,488.71633098762436
Mettauertal,71808.0,,743.0,103.1694563247944,2176.0,,198.5952816088628,9,SO,SO,341.4522058823529
Kaisten,75468.0,9395.217391304348,913.0,158.89987350038243,2946.0,,163.09705832556813,15,AR,AR,309.91174473862867
Laufenburg,72090.0,6241.0526315789475,2336.0,265.68873744891016,3858.0,,194.0744587916431,5,BL,BL,605.4950751684811
Gambarogno,61769.0,,2793.0,93.20008187296985,5024.0,,198.70183767025668,8,SG,SG,555.9315286624203
Monteceneri,62021.0,,3027.0,122.66786066061319,4729.0,,176.8377307087913,9,LU,LU,640.093042926623
Tägerwilen,77461.0,,3818.0,531.0445084539354,5453.0,,142.11961570587675,16,GR,GR,700.1650467632495
Steckborn,71915.0,4622.763157894737,1566.0,482.86749444178304,4054.0,,165.38001460652998,10,SH,SH,386.2851504686729
Stettfurt,93077.0,10376.470588235294,468.0,194.0941825288464,1276.0,,197.24839782094662,1,NE,NE,366.7711598746082
Uttwil,85021.0,,391.0,512.4289358296794,1921.0,,173.81690134218886,12,TG,TG,203.53982300884957
Altnau,72927.0,,942.0,338.95589924676227,2355.0,,161.15045606372368,8,LU,LU,400.0
Berlingen,81097.0,,341.0,282.93289360969305,957.0,,169.20782718204387,8,AI,AI,356.32183908045977
Güttingen,69890.0,,648.0,212.27263877662995,1799.0,,190.1952862967439,1,BL,BL,360.2001111728738
Gottlieben,102474.0,,125.0,455.5665107412606,347.0,,183.00996860837432,9,ZG,ZG,360.2305475504323
Egnach,72684.0,,1985.0,281.80434753929177,5180.0,,173.2083510372345,11,NE,NE,383.20463320463324
Dozwil,76690.0,,272.0,516.5471504521198,732.0,,168.61054970496286,11,VS,VS,371.58469945355193
Horn,75803.0,,1238.0,1573.76442710624,3165.0,,156.1691851130258,12,UR,UR,391.1532385466035
Eschenz,71426.0,7695.882352941177,651.0,173.59614387265646,1923.0,,164.1912969075289,9,VD,VD,338.53354134165363
Hefenhofen,66894.0,,825.0,260.4280608367993,1340.0,,200.0,6,BE,BE,615.6716417910447
Münchwilen (Tg),68044.0,,2818.0,737.3709947789914,5976.0,,166.75756688818012,11,ZG,ZG,471.5528781793842
Kreuzlingen,70456.0,9422.972222222223,11716.0,2125.838910326598,23407.0,21.8,174.00141051392686,12,FR,FR,500.5340282821378
Kesswil,85559.0,,409.0,234.77835637696927,1005.0,,200.0,2,NW,NW,406.9651741293532
Matzingen,69203.0,7656.25,1125.0,447.3903805276268,3167.0,,189.87695307740756,8,TG,TG,355.22576570887276
Romanshorn,62950.0,6147.272727272727,6167.0,1318.8849641924664,11945.0,17.3,158.48051448112102,18,GE,GE,516.2829635830891
Roggwil (Tg),78556.0,,1731.0,274.4900683020666,3452.0,,182.93177100392248,11,AI,AI,501.4484356894554
Salmsach,66550.0,,513.0,464.1647588527475,1631.0,,174.34788830395823,10,SH,SH,314.5309625996321
Raperswilen,66338.0,,149.0,54.39915359568714,421.0,,165.8324678405796,13,TI,TI,353.91923990498816
Schönholzerswilen,66159.0,,333.0,78.18459165662193,867.0,,183.98189167574586,8,TG,TG,384.08304498269894
Müllheim,71107.0,,1329.0,360.1277434259699,3339.0,,158.21273163323653,14,UR,UR,398.02336028751125
Sommeri,61053.0,,500.0,163.85599040686662,673.0,,195.95381719818573,5,NW,NW,742.9420505200594
Wuppenau,78185.0,,422.0,96.25888991121525,1213.0,,171.94093815406464,11,VS,VS,347.8977741137675
Fischingen,70857.0,,1578.0,96.16733166524723,3028.0,,181.92863752174804,10,GR,GR,521.1360634081902
Märstetten,74091.0,8883.91304347826,1301.0,300.4408229961081,3008.0,,180.82892892182812,6,FR,FR,432.51329787234044
Ermatingen,86911.0,,1132.0,388.45862699812125,3780.0,,171.6913776722415,8,TG,TG,299.47089947089944
Salenstein,101702.0,,556.0,228.73073555100942,1454.0,,186.19853583748554,4,NE,NE,382.39339752407153
Felben-Wellhausen,69691.0,,1165.0,453.28086569913455,3232.0,,167.71149919503367,7,OW,OW,360.4579207920792
Mammern,82895.0,,574.0,134.99432601973447,704.0,,191.53752052901933,3,ZG,ZG,815.340909090909
Bottighofen,107379.0,,928.0,1306.9167453797997,2696.0,,144.90173239354365,18,UR,UR,344.21364985163206
Münsterlingen,79626.0,,3530.0,807.7734580569111,3723.0,,172.6844752220546,8,GE,GE,948.1600859521891
Erlen,63980.0,,1457.0,331.73705021081975,3980.0,,200.0,7,SO,SO,366.08040201005025
Bürglen (Tg),60457.0,,1712.0,336.88838168605974,4173.0,,161.15861887312747,14,SG,SG,410.2564102564102
Thundorf,71199.0,,433.0,112.61780376610274,1737.0,,168.55729807201035,6,SH,SH,249.2803684513529
Warth-Weiningen,114549.0,,598.0,163.5624975793914,1476.0,,185.85059412115857,10,NW,NW,405.14905149051486
Uesslingen-Buch,73191.0,,413.0,74.98576077020844,1139.0,,181.84674148357874,12,BS,BS,362.59877085162424
Wäldi,71604.0,,457.0,96.24537029769243,1171.0,,184.16980341910016,6,NW,NW,390.264730999146
Affeltrangen,68588.0,,1267.0,201.07857430152137,2880.0,,185.0515648737091,10,TI,TI,439.93055555555554
Bettwiesen,75267.0,2190.3,352.0,383.94843761309954,1342.0,,185.14725480467064,6,UR,UR,262.29508196721315
Lommis,84349.0,,469.0,159.29667227935104,1331.0,,194.83616526755043,6,GL,GL,352.36664162284
Amlikon-Bissegg,70558.0,,502.0,100.84737470177276,1414.0,,185.00510328449195,5,BS,BS,355.021216407355
Weinfelden,70497.0,,10621.0,746.5190504449622,12504.0,19.7,167.86909077221944,7,LU,LU,849.4081893793986
Birwinken,68861.0,,375.0,121.76815028679684,1428.0,,188.70763366464774,6,GE,GE,262.60504201680675
Wigoltingen,70935.0,,1051.0,150.2434712524768,2640.0,,200.0,5,AI,AI,398.1060606060606
Wagenhausen,66859.0,,429.0,156.32803123565319,1858.0,,176.23504629908464,9,BE,BE,230.89343379978473
Wängi,76408.0,,2069.0,312.1429556807229,5065.0,,161.82810003089608,10,VS,VS,408.4896347482724
Aadorf,71425.0,,4050.0,469.1462273498415,9800.0,,191.26017263584373,6,NW,NW,413.265306122449
Bichelsee-Balterswil,67549.0,10801.304347826086,921.0,246.3583079135736,3030.0,,175.3912055675437,11,TI,TI,303.96039603960395
Bussnang,66444.0,,3297.0,145.27647190371368,2615.0,,145.76065473541274,17,ZH,ZH,1260.8030592734226
Kemmental,68571.0,10004.166666666666,876.0,113.90605649182315,2837.0,,191.42009332868392,8,NW,NW,308.7768769827282
Hauptwil-Gottshaus,67954.0,,596.0,176.99412079201,2104.0,,169.9587414754703,10,NE,NE,283.2699619771863
Neunforn,75994.0,,425.0,90.60186894871482,1112.0,,177.61676911736225,14,BE,BE,382.19424460431657
Kradolf-Schönenberg,63025.0,,1108.0,327.66651648617994,3932.0,,181.24855451720475,6,AI,AI,281.79043743641915
Bischofszell,62023.0,,3414.0,590.8993216950937,6417.0,,176.12173566658996,12,LU,LU,532.0243104254324
Sulgen,64981.0,3753.75,2624.0,453.4020716499762,4152.0,,185.47544782457163,12,AR,AR,631.9845857418112
Amriswil,61580.0,7350.0,6370.0,777.1225884968366,14951.0,10.8,164.6063431288275,14,NW,NW,426.0584576282523
Zihlschlacht-Sitterdorf,65528.0,,1530.0,182.68705293583628,2624.0,,185.6202705992834,8,SO,SO,583.079268292683
Sirnach,67677.0,8128.235294117647,4190.0,672.4599639274434,8200.0,,168.44008549319022,10,BS,BS,510.9756097560976
Eschlikon,71776.0,10245.454545454546,1963.0,794.2834855279158,4916.0,,182.02491686824706,12,FR,FR,399.3083807973963
Hüttwilen,85085.0,,778.0,101.26601833318178,1783.0,,188.08355718126202,3,LU,LU,436.34324172742566
Arbon,62684.0,6506.111111111111,7060.0,2671.418832293981,16354.0,17.5,135.48505816924177,16,NW,NW,431.69866699278464
Gachnang,76687.0,,1526.0,475.53887909865074,4636.0,,190.87072691578234,6,TG,TG,329.16307161345986
Frauenfeld,72891.0,9254.318181818182,22877.0,1007.0709768566178,27099.0,24.9,160.4744950879975,18,VD,VD,844.2008930218827
Langrickenbach,69051.0,,340.0,134.5645406856963,1503.0,,190.59383372522618,8,ZG,ZG,226.2142381902861
Lengwil,72414.0,,909.0,195.55387149845876,1796.0,,183.28612804631533,6,UR,UR,506.1247216035635
Berg (Tg),75348.0,,1823.0,285.2184618494089,3590.0,,200.0,4,BE,BE,507.7994428969359
Wilen (Tg),77826.0,,522.0,1060.755557643768,2506.0,,164.54918697856007,11,AR,AR,208.30007980845969
Rickenbach (Tg),63125.0,,983.0,2523.5630798022207,3061.0,,145.96455155132503,15,NE,NE,321.13688337144725
Herdern,78031.0,,347.0,82.33779690311162,1176.0,,178.7778025748491,13,NE,NE,295.0680272108844
Pfyn,68039.0,0.0,812.0,167.29206176209638,2259.0,,173.55170939852124,7,AR,AR,359.4510845506861
Hohentannen,73236.0,,279.0,75.95269758760898,655.0,,191.14110641020028,12,GR,GR,425.9541984732824
Schlatt (Tg),71589.0,,557.0,118.14685622923821,1887.0,,154.415703431359,18,VD,VD,295.17753047164814
Basadingen-Schlattingen,71942.0,,777.0,128.45357863599523,1902.0,,162.73748260622264,17,UR,UR,408.51735015772874
Hüttlingen,68229.0,,280.0,81.97579026901224,906.0,,163.05618487925904,12,AI,AI,309.0507726269316
Braunau,70601.0,,291.0,94.8172065330104,904.0,,193.18126724978072,6,JU,JU,321.9026548672566
Tobel-Tägerschen,65728.0,8619.545454545454,784.0,229.06784943357016,1730.0,,200.0,1,NE,NE,453.1791907514451
Homburg,74556.0,,892.0,63.49440210867614,1573.0,,177.71744189347356,8,AR,AR,567.0692943420216
Diessenhofen,67796.0,,1985.0,408.7516514164336,4138.0,,172.8109964643887,13,AG,AG,479.70033832769457
Lyss,68911.0,6648.409090909091,8802.0,1014.8066348798814,16558.0,35.6,169.47643235803375,16,SO,SO,531.5859403309579
Madiswil,62318.0,,1256.0,142.79457910611708,3330.0,,195.80720144772027,3,GR,GR,377.1771771771772
Schwarzenburg,62918.0,,3255.0,154.34669090938655,6795.0,,164.33687102620698,12,VS,VS,479.0286975717439
Bettenhausen,59299.0,,112.0,178.52496840662724,692.0,,181.5467255049098,9,ZG,ZG,161.84971098265896
Glarus Süd,61870.0,,4913.0,22.650005195569328,9675.0,,194.3783534028986,2,ZG,ZG,507.8036175710594
Glarus Nord,68064.0,,9204.0,135.46928915876777,19810.0,16.9,185.97905226095563,10,SG,SG,464.6138313982837
Glarus,68806.0,6405.0,9014.0,125.625507495951,12886.0,16.8,181.41872349683405,7,BL,BL,699.5188576749961
Corbières,71336.0,,213.0,117.4108142401405,1042.0,,193.68445532499084,6,BE,BE,204.41458733205374
Riedholz,82697.0,,480.0,297.7063073146109,2310.0,,136.06233894125316,18,AG,AG,207.79220779220782
Mont-Noble,66620.0,,228.0,27.4090955524944,1187.0,,189.8641972289439,5,GE,GE,192.0808761583825
Avenches,60314.0,3489.9059561128524,2986.0,267.0477481746754,4875.0,,167.149633018752,12,AR,AR,612.5128205128206
Vully-Les-Lacs,75018.0,,726.0,172.1241977490534,3627.0,,150.5847574058025,15,TI,TI,200.1654259718776
Montilliez,81241.0,,334.0,156.7139889335814,1872.0,,185.88818606411803,7,TI,TI,178.41880341880344
Goumoëns,84771.0,,339.0,105.05317260778568,1206.0,,199.41469551468035,3,NW,NW,281.09452736318406
Jorat-Menthue,75546.0,,349.0,90.43642036675301,1574.0,,176.9149291065264,11,NE,NE,221.72808132147395
Tévenon,74608.0,,135.0,59.290403916908424,862.0,,193.62528393049203,11,OW,OW,156.61252900232017
Bourg-En-Lavaux,105708.0,,1825.0,536.6282939133987,5464.0,,198.0678782519163,6,TI,TI,334.00439238653
Echichens,101315.0,,852.0,247.70486680097468,3222.0,,196.9052698501516,9,GL,GL,264.43202979515826
Valbroye,65655.0,,1441.0,101.26343355535501,3425.0,,200.0,1,VD,VD,420.7299270072993
Yverdon-Les-Bains,60395.0,6964.867424242424,21552.0,2147.0069175367066,30292.0,29.0,166.63432781629245,13,AI,AI,711.4749768915885
Belp,72465.0,,5250.0,505.8960767366379,11718.0,36.4,175.36599464741005,7,OW,OW,448.02867383512546
Merenschwand,76482.0,,1616.0,265.37568474993253,3893.0,,152.95036646282608,11,GL,GL,415.1040328795273
Servion,84732.0,,769.0,368.5420876966409,2228.0,,172.11134762039154,9,GL,GL,345.1526032315979
Champvent,73620.0,,382.0,75.99665572727697,724.0,,166.492777201456,16,BL,BL,527.6243093922652
Donneloye,70973.0,,184.0,100.08611667342375,916.0,,200.0,8,ZG,ZG,200.87336244541484
Aeschi (So),74552.0,,238.0,241.1859308515007,1328.0,,174.61767472466462,11,SH,SH,179.21686746987953
Serravalle,61312.0,,609.0,21.47427562288782,2070.0,,181.61188114725758,5,TI,TI,294.2028985507246
Collina D'Oro,103313.0,,2486.0,795.8199246008098,4903.0,,179.1975029722619,9,SH,SH,507.0365082602488
Buch Am Irchel,87363.0,4698.75,202.0,104.85071780693217,1066.0,,179.4661649056421,11,AI,AI,189.49343339587242
Neftenbach,89717.0,7968.9473684210525,1764.0,405.7712853433652,5765.0,,200.0,6,UR,UR,305.9843885516045
Escholzmatt-Marbach,53624.0,,2293.0,43.93831398398827,4559.0,,170.1676581246776,6,SH,SH,502.9611756964246
Rickenbach (Lu),66644.0,,1535.0,314.0893598240665,3884.0,,179.3429346561344,7,VS,VS,395.21112255406797
Schötz,64634.0,,1995.0,323.15349901872395,4964.0,,165.1833035521236,13,LU,LU,401.89363416599514
Werthenstein,60131.0,,1897.0,141.67047987719204,2181.0,,158.591520007171,16,AR,AR,869.784502521779
Wikon,71351.0,,847.0,174.32918639420433,1503.0,,168.84254616956977,5,AR,AR,563.5395874916833
Zell (Lu),62590.0,,1705.0,170.05535706766258,2205.0,,177.51231319943753,10,NE,NE,773.2426303854876
Wolhusen,63970.0,,2430.0,345.1165517192995,4747.0,,169.63013685830768,12,JU,JU,511.9022540551927
Vitznau,84026.0,,758.0,141.35418748133412,1476.0,,168.0091532227098,15,GR,GR,513.5501355013549
Wauwil,69114.0,,807.0,902.6250780465293,2660.0,,148.61135801387863,19,LU,LU,303.38345864661653
Weggis,112909.0,10744.251277139208,2900.0,417.95529556551827,4707.0,,173.99168588625884,13,BS,BS,616.1036753770979
Sursee,71063.0,,14891.0,1772.2819379338155,11029.0,25.6,137.2088201920407,17,SO,SO,1350.1677395956115
Udligenswil,92882.0,8820.0,483.0,351.0090851407049,2475.0,,187.40325074132616,2,ZH,ZH,195.15151515151516
Ufhusen,58062.0,4755.882352941177,304.0,73.4107433896439,919.0,,180.40758871482262,8,AR,AR,330.79434167573453
Buchrain,78130.0,,2589.0,1356.3695297833165,6807.0,,142.6636879015512,21,AG,AG,380.34376377258707
Buttisholz,70338.0,,1923.0,228.0816438771572,3486.0,,172.76740156421346,15,OW,OW,551.6351118760757
Büron,65846.0,,1227.0,536.3744420678785,2768.0,,162.60425583055346,15,GE,GE,443.28034682080926
Dierikon,72097.0,6523.125,3620.0,598.0248523902853,1685.0,,177.97052542804235,11,UR,UR,2148.367952522255
Ballwil,72668.0,,907.0,369.53414755758746,2840.0,,195.89771799818718,7,FR,FR,319.3661971830986
Alberswil,63857.0,,307.0,245.79987375584713,735.0,,149.075710097821,15,SO,SO,417.68707482993193
Adligenswil,90029.0,13450.5,1716.0,777.5081038297915,5617.0,,172.85962950027763,11,TG,TG,305.501157201353
Aesch (Lu),80013.0,,567.0,315.8730329539487,1453.0,,174.00147157566528,16,LU,LU,390.2271163110805
Altbüron,70881.0,,543.0,147.62080466295396,1014.0,,188.39404023618616,5,GR,GR,535.5029585798816
Flühli,53851.0,,1107.0,17.021840307183695,1858.0,,183.01257974722455,14,AR,AR,595.8019375672766
Grossdietwil,66075.0,,509.0,95.31012048442405,920.0,,167.64148714345626,11,LU,LU,553.2608695652174
Grosswangen,66366.0,,1503.0,179.12616472353662,3524.0,,173.17851951459718,15,ZH,ZH,426.5039727582293
Fischbach,58432.0,,208.0,75.7513099143555,724.0,,167.2038887213589,8,LU,LU,287.292817679558
Hasle (Lu),55561.0,,922.0,44.83200574901108,1842.0,,195.6373047947219,8,FR,FR,500.542888165038
Geuensee,73017.0,,1042.0,438.0337512377879,2941.0,,175.3287633848088,8,VS,VS,354.3012580754845
Gisikon,91839.0,,377.0,1458.4205738379567,1515.0,,191.87998298323745,3,SG,SG,248.84488448844886
Greppen,91850.0,,161.0,401.1168092293062,1219.0,,174.52055621968609,11,NE,NE,132.0754716981132
Ebikon,70658.0,9963.333333333334,7174.0,1647.228450134915,14788.0,28.8,150.58091799213943,19,VD,VD,485.12307276169867
Eich,101889.0,,607.0,269.3818095392101,1750.0,,154.22841078070158,13,AG,AG,346.8571428571429
Egolzwil,74113.0,,669.0,373.40939156036427,1664.0,,148.69963310063818,12,AG,AG,402.0432692307692
Hochdorf,68296.0,,5391.0,1111.9039607450518,10067.0,21.3,143.55531612357876,17,TG,TG,535.5120691367835
Doppleschwand,59480.0,,226.0,123.31302285039698,824.0,,182.6082943263986,9,JU,JU,274.2718446601942
Horw,87642.0,,5366.0,1179.2614164296233,15817.0,23.2,174.17939474429645,12,SO,SO,339.25523171271414
Eschenbach (Lu),75635.0,,1559.0,282.07711916780454,3779.0,,153.0713585065488,18,GL,GL,412.5430007938608
Entlebuch,60166.0,,1878.0,60.22667798549378,3422.0,,192.74705355292593,6,GR,GR,548.801870251315
Hildisrieden,87920.0,,663.0,362.4431011773244,2502.0,,168.62598461761652,18,GE,GE,264.98800959232614
Emmen,61244.0,,17400.0,1655.4487181420218,32619.0,26.9,163.31508635525822,14,LU,LU,533.4314356663294
Ermensee,73524.0,,408.0,202.16841112766693,1044.0,,200.0,4,FR,FR,390.8045977011495
Hergiswil Bei Willisau,55701.0,,891.0,61.6417646673749,1944.0,,192.75791640488004,2,SH,SH,458.3333333333333
Menznau,58686.0,,1603.0,104.53296649170692,3149.0,,174.78779538929666,10,ZH,ZH,509.0504922197523
Meierskappel,91868.0,,459.0,190.29816979094704,1595.0,,164.46892493798157,12,NE,NE,287.7742946708464
Meggen,137422.0,,2450.0,1018.6210327928675,7795.0,,136.1048803414485,22,BE,BE,314.30404105195635
Oberkirch,84340.0,,3629.0,595.5384304238261,5106.0,,162.42398866322776,15,LU,LU,710.7324716020368
Neuenkirch,70485.0,,2915.0,266.70335846206234,7229.0,,173.79774563881324,7,VS,VS,403.2369622354406
Nebikon,70752.0,,1085.0,874.2347473384293,2941.0,,155.22248182990361,16,JU,JU,368.9221353281197
Nottwil,75454.0,,3057.0,403.33487455551176,4120.0,,173.43629633431308,13,BE,BE,741.9902912621359
Mauensee,79746.0,,290.0,189.15974364971325,1510.0,,179.0025808616554,14,LU,LU,192.05298013245033
Inwil,74568.0,,1538.0,263.7920073998891,2924.0,,173.62509042767235,14,BL,BL,525.9917920656635
Knutwil,76443.0,,839.0,249.03007191535156,2516.0,,167.41638809121383,15,TG,TG,333.46581875993644
Kriens,69259.0,11309.703557312252,13734.0,1116.5329345496007,30008.0,32.0,169.7943390128361,12,VS,VS,457.67795254598775
Luthern,53012.0,,689.0,32.7119481148931,1240.0,,186.26464901323638,9,BE,BE,555.6451612903226
Malters,66294.0,,4152.0,264.5606233287695,7868.0,,160.6331708069826,18,LU,LU,527.7071682765633
Rothenburg,76997.0,,7561.0,527.2258219425995,7863.0,,195.15501238834725,2,AG,AG,961.5922675823477
Ruswil,65435.0,,3451.0,163.82626591579447,7541.0,,176.66014367022697,9,VS,VS,457.6316138443177
Romoos,49537.0,,282.0,18.486750663264623,661.0,,180.08065379230652,7,BE,BE,426.6263237518911
Roggliswil,65232.0,,247.0,124.951632581541,791.0,,189.20590738379033,9,SH,SH,312.2629582806574
Schwarzenberg,68509.0,,479.0,48.05077292722664,1817.0,,182.9586998220077,13,LU,LU,263.621353880022
Schüpfheim,58939.0,,2569.0,106.86332647337842,4281.0,,193.08620526937963,5,JU,JU,600.0934361130577
Schongau,72670.0,,456.0,89.98105936578251,1069.0,,183.2887169152665,2,GE,GE,426.5668849391955
Sempach,83993.0,,2077.0,512.91948147822,4380.0,,164.96776243886438,12,AR,AR,474.20091324200916
Schlierbach,71947.0,,195.0,149.81039089594555,1008.0,,183.7214994492399,11,OW,OW,193.45238095238096
Rain,81883.0,,974.0,341.5798832330711,3314.0,,158.95414558883073,16,NE,NE,293.9046469523235
Pfaffnau,65542.0,,1885.0,164.67211984192897,2777.0,,179.75770643997438,11,GL,GL,678.7900612171408
Römerswil,67112.0,,676.0,105.3430830674103,1788.0,,178.30805836265375,9,LU,LU,378.07606263982103
Dagmersellen,68643.0,,3599.0,249.7627638537787,6004.0,,174.03631080426905,7,ZG,ZG,599.433710859427
Ettiswil,64526.0,,986.0,224.89803209188045,2904.0,,175.51381363808153,12,TI,TI,339.53168044077137
Reiden,64187.0,,5065.0,294.04308574793004,7674.0,,148.42490063679296,14,JU,JU,660.0208496221006
Hohenrain,72177.0,,1205.0,102.3412493721622,2462.0,,170.60989833255508,18,GE,GE,489.43948009748175
Triengen,67077.0,9206.842105263158,2650.0,215.14970827749679,4923.0,,178.94581978156495,11,BE,BE,538.2896607759496
Luzern,73169.0,,84440.0,2777.8350001637214,86234.0,43.4,150.69982220175638,14,SG,SG,979.1961407333534
Lüsslingen-Nennigkofen,72914.0,,519.0,151.01536713367025,1144.0,,162.87006553873528,11,VS,VS,453.67132867132864
Drei Höfe,71561.0,,77.0,148.04462308373292,732.0,,197.3047191264826,5,FR,FR,105.1912568306011
Beringen,70000.0,8054.824046920821,2668.0,274.805570755889,5269.0,,163.87959569692777,12,ZG,ZG,506.3579426836212
Gommiswald,75132.0,25220.58823529412,1473.0,169.91502094764417,5718.0,,192.61132499677754,10,LU,LU,257.60755508919203
Eschenbach (Sg),71843.0,,4168.0,179.64692361887046,10266.0,,184.36629989745447,9,TG,TG,406.0003896356906
Nesslau,59352.0,,1943.0,41.70768549630722,3890.0,,169.83944988850388,10,LU,LU,499.4858611825193
Wattwil,58924.0,,4695.0,183.0150930839924,9165.0,,200.0,11,GL,GL,512.2749590834698
Bütschwil-Ganterschwil,63880.0,,2583.0,239.68420797069925,5336.0,,159.36855049825346,14,ZG,ZG,484.07046476761616
Wil (Sg),72562.0,,16136.0,1188.7665807758888,25176.0,29.8,180.2273375319074,12,VS,VS,640.9278678106133
Bözberg,75521.0,6576.315789473684,329.0,101.6057756413273,1696.0,,193.85790161163945,5,VS,VS,193.98584905660377
Montanaire,69265.0,,737.0,85.14233145315364,2860.0,,168.97778182546426,13,LU,LU,257.6923076923077
Naters,65684.0,,2467.0,73.24766842779857,10674.0,,200.0,6,BE,BE,231.12235338204985
Leuk,61918.0,,1740.0,79.16236041697731,4340.0,,175.3546442188511,5,GL,GL,400.9216589861751
Turtmann-Unterems,61103.0,,512.0,29.19167068945204,1212.0,,184.0061250895499,15,AG,AG,422.44224422442244
Saint-Maurice,57902.0,,2047.0,292.9111880985933,4623.0,,180.57038368094993,13,ZG,ZG,442.7860696517413
Haute-Sorne,59854.0,,3549.0,107.53978021353609,7453.0,,176.7668034161323,9,AR,AR,476.1840869448544
Fontenais,63224.0,1470.0,282.0,83.75054438495322,1632.0,,191.21509528592463,4,TG,TG,172.7941176470588
Terre Di Pedemonte,72018.0,,746.0,233.8689745803587,2685.0,,189.2418103999018,8,GE,GE,277.83985102420854
Lugano,74763.0,13073.690889882304,58853.0,833.6819345996182,63629.0,25.2,144.26507570408643,18,LU,LU,924.9398859010829
Mendrisio,69883.0,7015.909090909091,19675.0,474.18068861817824,15085.0,21.0,194.16160156287572,7,SG,SG,1304.2757706330792
Wiesendangen,87104.0,10385.869565217392,1600.0,354.84888764295647,6798.0,,151.02120294077596,17,TG,TG,235.36334215945868
Sauge,66678.0,,167.0,56.9183030106624,829.0,,194.84743457676524,8,ZH,ZH,201.4475271411339
Fraubrunnen,73594.0,,1284.0,171.70487389067407,5498.0,,194.94961418485227,11,ZH,ZH,233.539468897781
Jegenstorf,78352.0,7195.263157894737,2230.0,456.78791746172163,5872.0,,158.43052717171207,16,GL,GL,379.7683923705722
Oberdiessbach,68603.0,,1709.0,223.3488786007582,3723.0,,171.29734443936985,8,ZG,ZG,459.03840988450173
Plateau De Diesse,66140.0,,477.0,83.37391410272396,2157.0,,162.4717001192209,17,AI,AI,221.1404728789986
Stocken-Höfen,60297.0,,194.0,72.82405236807652,1018.0,,175.95387361347554,15,GR,GR,190.56974459724952
Innertkirchen,58899.0,,579.0,4.569219255361894,1079.0,,175.33625358192242,20,VS,VS,536.6079703429101
Uttigen,71783.0,,363.0,547.8355923833539,2176.0,,185.45068928747924,5,ZH,ZH,166.81985294117646
Val-De-Charmey,69824.0,,1148.0,23.882937315920127,2729.0,,199.39094713357,6,ZH,ZH,420.6669109563943
Bremgarten (Ag),75644.0,,4880.0,746.8573646399956,8871.0,,192.41935114535147,1,JU,JU,550.1070905196709
Schinznach,71605.0,,1361.0,201.06486796093805,2462.0,,169.2813939706281,14,GE,GE,552.8025995125913
Endingen,75352.0,,830.0,242.64466069220796,2717.0,,174.10098347549885,9,UR,UR,305.483989694516
Bettmeralp,70352.0,,754.0,16.35667161712791,483.0,,154.57064985227902,21,ZH,ZH,1561.0766045548653
Bussigny,72280.0,8972.068965517241,6486.0,2403.6772625190833,11632.0,36.3,140.48466102641228,16,UR,UR,557.5997248968363
Arzier-Le Muids,116769.0,6467.222222222223,389.0,58.76438592706605,2968.0,,193.8109443278273,1,VD,VD,131.06469002695417
Bauma,71924.0,,1964.0,172.6577679352943,5112.0,,200.0,4,AI,AI,384.1940532081377
Péry-La Heutte,62538.0,,466.0,83.21226461188522,1976.0,,160.54388217849402,8,SG,SG,235.82995951417004
Valbirse,60012.0,,1770.0,212.50944376975337,3974.0,,168.6963190568533,14,BS,BS,445.39506794162054
Petit-Val,53029.0,,192.0,19.66143975686111,484.0,,179.3884148807261,3,AR,AR,396.6942148760331
Beromünster,68812.0,8897.368421052632,2968.0,163.71335766347926,6830.0,,182.3426718015377,9,SO,SO,434.55344070278187
Schenkon,98583.0,,1838.0,502.01967491930964,3117.0,,162.1346835440266,7,BS,BS,589.6695540583895
Illnau-Effretikon,74595.0,,6852.0,522.9674793515321,17756.0,39.9,180.40054821142098,8,AG,AG,385.8977247127732
Rapperswil (Be),83981.0,,899.0,113.7642647981233,2705.0,,171.60279641338087,16,GE,GE,332.3475046210721
Ersigen,70742.0,,649.0,139.26564650197,2032.0,,178.2025230185865,11,OW,OW,319.3897637795275
Seeberg,61499.0,,502.0,97.91560997107906,1599.0,,187.08555109121397,5,AR,AR,313.9462163852408
Belmont-Broye,67784.0,,2700.0,224.04750156879714,6148.0,,177.5479185379125,10,NW,NW,439.167208848406
Belfaux,72654.0,,846.0,403.46036218164534,3452.0,,168.85793013373566,12,TG,TG,245.0753186558517
Gibloux,71186.0,,3392.0,233.94203545326312,8393.0,,175.69449859654074,12,BE,BE,404.1463124031932
Mont-Vully,83716.0,,1257.0,246.8337562246373,4561.0,,175.8660517455826,6,SO,SO,275.59745669809257
Faido,55853.0,,1147.0,20.409003131777332,2705.0,,174.2258029001472,13,NW,NW,424.02957486136785
Onsernone,49301.0,,245.0,6.060548637884152,663.0,,176.05780447539837,2,GE,GE,369.5324283559578
